Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_metal_nut,0.9990224828934506,0.9831771222460852,0.9789616096078734
Mean,0.9990224828934506,0.9831771222460852,0.9789616096078734
